passage_id,supporting_excerpt,relevance_explanation,company_applicability,temporal_status,recovery_claim_id,query_id,chunk_id,document_id,source_url,evidence_kind,already_extracted_for_query,source_text_path,current_legal_applicability,review_status,source_base_directory,resolved_source_text_path,manual_relevance_review,supports_requested_tariff_program
passage_7bdaf6d711548cd21465dd42,"While the details remain unclear, this proposal presents significant risk for investors and miners alike.",Confirms uncertainty contradicts definitive duty claims.,not_established,proposal_or_uncertain,recovered_c704a0b40263de279db859c0,q_425,chunk_741b89a8cccaa4932dd452fc,document_2662f2e01ed6cd8ff3a23b48,https://minerals.org.au/resources/us-tariffs-hurt-exporters-and-us-consumers,full_document,False,text/049dc1e434db0f52b425fca980fdc89bb5ac7b3548f8eebfe9a0fbe0842f0430.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/049dc1e434db0f52b425fca980fdc89bb5ac7b3548f8eebfe9a0fbe0842f0430.txt,,
passage_4fce77649f202461153a04c0,"Although the administration has not imposed tariffs on critical minerals under the probe, it has imposed Section 232 tariffs on other materials such as aluminum, copper, and steel.",Directly contradicts snippet claims of specific mineral duties.,not_established,proposal_or_uncertain,recovered_5fe50fa8241e278d3c865903,q_425,chunk_ef936ec10c7783db9c998aab,document_b529c7144ece2fb3c321a1ec,https://www.cfr.org/articles/us-critical-minerals-dilemma-what-know,full_document,False,text/b9e11444332497e6c63cbc2f7b022f317cdff04a18ae3902bc0836995222a041.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/b9e11444332497e6c63cbc2f7b022f317cdff04a18ae3902bc0836995222a041.txt,,
passage_29965966f215193aab7dc18b,"Recent actions taken by the Trump administration to strengthen critical mineral supply chains include substantial tariffs and tariff threats on goods from traditionally allied countries such as Australia, Canada, and Mexico, as well as a new executive order",Indicates threats/actions rather than confirmed specific rates.,not_established,proposal_or_uncertain,recovered_99fd112154359e5707f1fdb6,q_425,chunk_c76bcef538d6038f93e84084,document_74405be88bf057df0f901b85,https://techpolicy.press/trumps-tariffs-are-harming-us-critical-mineral-supply-chains,full_document,False,text/d054e289a200d7609d96ad40704f70c4ebfa53eccd17430d1419694f3c93c7df.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/d054e289a200d7609d96ad40704f70c4ebfa53eccd17430d1419694f3c93c7df.txt,,
passage_d42063c7f6e7656ff88ec136,"The applicable subheading for the non-rechargeable battery packs comprised of Manganese Dioxide battery cells will be 8506.10.0000, Harmonized Tariff Schedule of the United States (HTSUS), which provides for ""Primary cells and primary batters; parts thereof: Manganese dioxide."" The rate of duty will be 2.7 percent ad valorem.",Outdated 2017 ruling showing specific rate but potentially inapplicable to current research date or product scope.,not_established,date_not_established,recovered_e6bd624d429742f68f4be152,q_414,chunk_2bcd809bd49b9f84f14130c7,document_8695ef4b56febfbbc209df65,https://www.customsmobile.com/rulings/docview?doc_id=NY+N286124&highlight=NY+N286124,full_document,False,text/87fee9a6e48198a3e59782fbd24e0b261e0ddb5c9d9de14193a413eddbaa95c9.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/87fee9a6e48198a3e59782fbd24e0b261e0ddb5c9d9de14193a413eddbaa95c9.txt,,
passage_6243fa3f75a45733717726cf,"The Commission is now conducting a third five-year review pursuant to section 751(c) of the Act, as amended (19 U.S.C. 1675(c)), to determine whether revocation of the order would be likely to lead to continuation or recurrence of material injury",Indicates ongoing review process rather than established final duty status at research date.,not_established,proposal_or_uncertain,recovered_31a6b85c2a2821963df1d528,q_414,chunk_1075938ecde20f47e07970c9,document_ddbc59b521a4cb09c41f4627,https://www.federalregister.gov/documents/2025/06/02/2025-09826/electrolytic-manganese-dioxide-from-china-institution-of-a-five-year-review,full_document,False,text/77265b7b87c21d2cdc94362ee5394c89569638033394ef138831e41441b02968.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/77265b7b87c21d2cdc94362ee5394c89569638033394ef138831e41441b02968.txt,,
passage_3de59188c911eb1c87bc36b9,"The HS number for manganese dioxide is #282010.
Schedule B: #2820100000
U.S. Export Commodity Classifications",Confirms classification code but provides no duty rate information.,not_established,date_not_established,recovered_09f7538bf919f1f23aa2c71c,q_414,chunk_0124502d9edbc26006a54e1e,document_a11d3b9156122404a98957f5,https://www.shipnerd.com/support/freight-class/shipping-codes/chemical/inorganic-compound-precious-metal-rare-earth-radioactive-isotope/manganese-oxides-062820/manganese-dioxide-06282010/manganese-dioxide-062820100000,full_document,False,text/618a79581b1641093a2e66a3781e2a55a86c20c1b2cac64fee05a8caff4ad5f2.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/618a79581b1641093a2e66a3781e2a55a86c20c1b2cac64fee05a8caff4ad5f2.txt,,
passage_c39bb66374bdb15413137e2f,"Represented domestic industry in circumvention reviews of small diameter graphite electrodes (SDGEs) from China, wire rod from Mexico and honey from China.",Demonstrates historical/outdated trade remedy context (2013-2017).,not_established,date_not_established,recovered_6a156ef52c53c4a4a3148e28,q_103,chunk_e0eebd9fe91b87b16c4561cf,document_bf3a10ce931857be4894b203,https://www.kelleydrye.com/practices/trade-remedies-ad-cvd-safeguards,full_document,False,text/aff894c070f0e75d9e4eff4b9b5ee10aa9086230e9c6400fdad6c0c642ad33d9.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/aff894c070f0e75d9e4eff4b9b5ee10aa9086230e9c6400fdad6c0c642ad33d9.txt,,
passage_c8b4ce4518cc231a22c96407,The inquiry is expected to take around 12 months to complete.,Indicates ongoing/uncertain status of circumvention inquiry.,not_established,date_not_established,recovered_73be7c537f2f9c938539cabc,q_103,chunk_64695f4462aa0de2eea48c33,document_9143754f2ace544303bfabb4,https://www.msci.org/united-states-will-investigate-aluminum-foil-from-imports-from-china-korea-and-thailand-2,full_document,False,text/b02bd4fa28a98bba3694bf0558d420ff9fc80213e3629a518da933f862a7bf83.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/b02bd4fa28a98bba3694bf0558d420ff9fc80213e3629a518da933f862a7bf83.txt,,
passage_80e7f63ba9662a4863cb5b1b,"In order to qualify for the duty amount applicable to goods produced by an overseas exporter specified in Table 1, a valid commercial invoice with an accompanying declaration must be presented to HM Revenue and Customs (HMRC) on importation of the",Confirms UK-specific procedural requirements distinct from US/EU.,not_established,date_not_established,recovered_50898eaddfaf95f746c52a2e,q_103,chunk_9f6dcecea93cd430b1c0ee6c,document_1aae8c7b424a35f7b3c994b3,https://www.gov.uk/government/publications/trade-remedies-notices-anti-dumping-duty-on-aluminium-foil-from-china/trade-remedies-notice-202524-anti-dumping-duty-on-certain-aluminium-foil-in-rolls-originating-from-the-peoples-republic-of-china,full_document,False,text/ab914311c0326cece039fb1039086fa4b30f8653123eebbac32660eeb0e23330.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/ab914311c0326cece039fb1039086fa4b30f8653123eebbac32660eeb0e23330.txt,,
passage_a08e178830a84fb811ece61f,Savannah rides a tariff-fueled surge while Brunswick’s auto trade hits the brakes.,Confirms automotive trade context but lacks origin data.,facility_location_only,proposal_or_uncertain,recovered_d689c1b3520ebd932fb50910,q_460,chunk_67b54c12332bc0e7881e3edb,document_9121c02d44063faf4fda1009,https://valdostadailytimes.com/2025/11/03/gary-wisenbaker-georgia-ports-weather-tariff-turbulence,full_document,False,text/ca9ceb838489392234a867eaf1ce8f7555ed7983d963cca40d280e5e9e9fd22a.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/ca9ceb838489392234a867eaf1ce8f7555ed7983d963cca40d280e5e9e9fd22a.txt,,
passage_f13002ca2c3f116a22f27f27,"Kia worked together with the Georgia Ports Authority (GPA), which runs the port of Savannah, to come up with proposals to improve the carmaker’s imported supply chain.",Identifies Kia and imports but does not specify component origin country.,explicit_named_company_effect,proposal_or_uncertain,recovered_50301cd03fc5e612c1eaafb7,q_460,chunk_656dfde63b930dcb23db68c2,document_c02ade84d479879c16b7d65a,https://www.automotivelogistics.media/supply-chain/kia-west-point-midnight-freight-trains-to-georgia/210654,full_document,False,text/e57a6443ba53287c69a273badca5be3c44968c660b9bede5928c4054a99a07bf.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/e57a6443ba53287c69a273badca5be3c44968c660b9bede5928c4054a99a07bf.txt,,
passage_86d392a7474b932a20bf7a6b,Lynch says their auto exports dropped considerably when it comes to China.,"Discusses auto exports to China, not import origins for components.",facility_location_only,proposal_or_uncertain,recovered_2db819db4e89bcd14b01c351,q_460,chunk_9d4288832720253c0c3df619,document_e2985c868e85600c1822d156,https://www.wtoc.com/2026/01/28/port-savannah-tracks-tariff-impacts-following-second-busiest-year-record,full_document,False,text/d93fef2eb459e6085577b97aa4dd5c804c3ccec7b8d5f9b328347aa8995a48ed.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/d93fef2eb459e6085577b97aa4dd5c804c3ccec7b8d5f9b328347aa8995a48ed.txt,,
passage_079520e4f02e2dc32721e0fb,"Great Dane Trailers 460 Industrial trailers and truck bodies Bulloch
Hwashin* 460 Automotive body parts Laurens","Identifies a company (Great Dane Trailers) located in Bulloch County, but provides no information regarding import duties or tariff exposure for that facility.",facility_location_only,source_reports_effective_as_of_source_date,recovered_f8dfcff940eaca7643cab7d3,q_279,chunk_ae120155e0da2233a9ef1564,document_150a243c03e39787abea51cf,https://selectgeorgia-production-assets.s3.amazonaws.com/media/documents/Automotive_Manufacturing_2026.pdf,full_document,False,text/10d78892bed3af44937c5722a55799a091f34d861ab25edb33f9e47dc1356719.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/10d78892bed3af44937c5722a55799a091f34d861ab25edb33f9e47dc1356719.txt,,
passage_b14ad8a8df132acf3b610cbb,Ajin Georgia 300 Automotive body parts and electronics Bulloch,"Identifies a company (Ajin Georgia) located in Bulloch County, but provides no information regarding import duties or tariff exposure for that facility.",facility_location_only,source_reports_effective_as_of_source_date,recovered_800a1ce05b6f84c293ded1b5,q_279,chunk_956d70b57a7c29eda962e9a8,document_150a243c03e39787abea51cf,https://selectgeorgia-production-assets.s3.amazonaws.com/media/documents/Automotive_Manufacturing_2026.pdf,full_document,False,text/10d78892bed3af44937c5722a55799a091f34d861ab25edb33f9e47dc1356719.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/10d78892bed3af44937c5722a55799a091f34d861ab25edb33f9e47dc1356719.txt,,
passage_c1e5b638d9a002eebda4a7e6,Seoyon E-Hwa 525 Interior and exterior automotive components Chatham,Confirms the company's presence in Georgia but provides no tariff or import data.,facility_location_only,source_reports_effective_as_of_source_date,recovered_1fa269da13af1379794dd4e6,q_43,chunk_956d70b57a7c29eda962e9a8,document_150a243c03e39787abea51cf,https://selectgeorgia-production-assets.s3.amazonaws.com/media/documents/Automotive_Manufacturing_2026.pdf,full_document,False,text/10d78892bed3af44937c5722a55799a091f34d861ab25edb33f9e47dc1356719.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/10d78892bed3af44937c5722a55799a091f34d861ab25edb33f9e47dc1356719.txt,,
passage_1fd4d3d116f9453d89f60218,"Standard panel-sized (18x24 inch) double-sided copper clad laminate for 2-layer PCB production, featuring 1.6mm FR-4 glass epoxy core with 1oz refined copper on both sides. Essential raw material for electronic assembly. HTS 7410.21.3040 due to double copper cladding on qualifying base material.",Identifies specific HTS classification for FR-4 PCB laminate relevant to US import context.,national_or_sector_context,source_reports_effective_as_of_source_date,recovered_c8dace0034fd96f57a322c5a,q_433,chunk_4067de052589cb7b91145c3e,document_c904f98e6711a99203a9720a,https://tariffs.wove.com/us/tariff/7410.21.30.40/2-layer-pcb-copper-clad-laminate-panel,full_document,False,text/7b1f39bb3211819b0d0b8767fc7c746011828eadc99726bb9c1dfc21619a3be8.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/7b1f39bb3211819b0d0b8767fc7c746011828eadc99726bb9c1dfc21619a3be8.txt,,
passage_dd3f63b15223f3309cb18ff7,"The applicable subheading for the bare PCB will be 8534.00.0040, Harmonized Tariff Schedule of the United States (HTSUS), which provides for “Printed circuits: Plastics impregnated, not flexible type: Having a base wholly of impregnated glass: Other.” The rate of duty will be Free.",Confirms US tariff classification and duty rate for PCBs from China under specific ruling.,national_or_sector_context,source_reports_effective_as_of_source_date,recovered_514f42885abe6684f0d21478,q_433,chunk_244e9025b98a6a29afaba57b,document_59e6f304db0610830bcefab9,https://www.customsmobile.com/rulings/docview?doc_id=NY+N336087&highlight=8534.00.00%2A,full_document,False,text/8b90c5815aa64a7dd58012ace97526a555a2c3da5291ee3b5bb67add154132ca.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/8b90c5815aa64a7dd58012ace97526a555a2c3da5291ee3b5bb67add154132ca.txt,,
passage_679116c75c1db0eb0f374fa1,"Facing higher barriers to the US market, Chinese PCB companies actively explored diversified markets to reduce dependence on any single market.",Indicates tariff pressures affecting US market access for PCB manufacturers.,national_or_sector_context,source_reports_effective_as_of_source_date,recovered_aea97da352aa7cb7565882c9,q_433,chunk_307a6070b72809afb0b8b4e3,document_f54b0d22c62373a210da7794,https://www.topfastpcb.com/blog/how-u-s-tariffs-are-reshaping-the-global-printed-circuit-board-pcb-industry-landscape,full_document,False,text/69932d9b8683a419d759d82628a0d9056f88e89109cbb634c1dd58f0ef46a2e1.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/69932d9b8683a419d759d82628a0d9056f88e89109cbb634c1dd58f0ef46a2e1.txt,,
passage_1fd4d3d116f9453d89f60218,"Import Duty Rates by Country of Origin
Alternative Classifications
This product could be classified differently depending on its characteristics or intended use.",Highlights variability in classification which contributes to evidence insufficiency for a single definitive rate.,national_or_sector_context,source_reports_effective_as_of_source_date,recovered_90741cd70a93f8ea8e746047,q_433,chunk_4067de052589cb7b91145c3e,document_c904f98e6711a99203a9720a,https://tariffs.wove.com/us/tariff/7410.21.30.40/2-layer-pcb-copper-clad-laminate-panel,full_document,False,text/7b1f39bb3211819b0d0b8767fc7c746011828eadc99726bb9c1dfc21619a3be8.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/7b1f39bb3211819b0d0b8767fc7c746011828eadc99726bb9c1dfc21619a3be8.txt,,
passage_db6241c4a92f98738e3c2091,"“Automobiles now, or machines, 15, 30, up to 50% tariffs on some of those cargoes,” he said. “But we want to continue building for the future. So, we’re building a fourth berth now in Brunswick that will help us to continue building and bringing more customers, more ocean cargo to Brunswick.”",Confirms tariff rates and GPA facility expansion plans.,explicit_named_company_effect,proposal_or_uncertain,recovered_b6c5a45673c23da60ff564b3,q_464,chunk_26a67c8a01c34d15d83c3fc1,document_478fc8b52ebfe79e1d705dc0,https://augustabusinessdaily.com/part-2-impact-of-tariffs-on-imports-sales-and-the-georgia-ports,full_document,False,text/9f10ae96ae7ddde21481a266b854130e0c16f2ee07b17cb368a8820c959afbad.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/9f10ae96ae7ddde21481a266b854130e0c16f2ee07b17cb368a8820c959afbad.txt,,
passage_fc5d3bf0dc1e57703ebd0bdd,"With the introduction of US tariffs in 2025, automakers paused shipments, closed factories and held volumes at ports, leading to a year-on-year reduction in import and export volumes at the Port of Brunswick in Georgia.",Confirms tariff impact on specific facility volumes.,explicit_named_company_effect,date_not_established,recovered_2252aa5160bc66fbbf0509d5,q_464,chunk_5ba3c567fa64da09a9a642ab,document_8696f8516e64d5c22efdd5ee,https://www.automotivelogistics.media/vehicle-logistics/us-tariffs-dent-vehicle-growth-at-brunswick-in-2025/2653646,full_document,False,text/862885d0f74bf5957871acda4d6172be06fbc2e8a500def368a2b13d0c5a90a0.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/862885d0f74bf5957871acda4d6172be06fbc2e8a500def368a2b13d0c5a90a0.txt,,
passage_eac383749f5b0781874c5743,"On April 2, 2026, the White House issued a proclamation overhauling Section 232 tariffs on steel, aluminum and copper imports by introducing a tiered system of 10-50% tariffs applied to the full value of imported products, rather than just the metal content.",Confirms policy status and tariff structure details.,explicit_named_company_effect,date_not_established,recovered_ee5854c6e353f757a5b2ec6c,q_464,chunk_f6cee4b9d6a93b7519ea7ad8,document_257ee235ba1734974245cefd,https://www.automotivelogistics.media/news-and-features/tariff-timeline-us-imposes-10-125-tariffs-on-60-economies-and-50-tariff-on-canada/196419,full_document,False,text/adcc7875c63dc705368581eaf9c6a5f75156d22e05f9b0ae44eada17a5b63930.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/adcc7875c63dc705368581eaf9c6a5f75156d22e05f9b0ae44eada17a5b63930.txt,,
passage_356ddb80fd921c044fcd8a39,"The growth was caused in part by a surge in cargo since President Donald Trump returned to office in January, promising heavy tariffs on China and other U.S. trading partners.",Confirms conflicting port performance narrative (surge vs drop).,explicit_named_company_effect,date_not_established,recovered_b3ddabcfd12a4d0e0f6834e4,q_464,chunk_2357e2204456e03a0ab6179b,document_0fe93b485392284e2758944b,https://www.wabe.org/cargo-surge-amid-tariff-turmoil-drives-the-port-of-savannah-to-its-2nd-busiest-year,full_document,False,text/670f7792e786061954312afdbdce9cfde8249b9f18f8356e859c1f922cbc987b.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/670f7792e786061954312afdbdce9cfde8249b9f18f8356e859c1f922cbc987b.txt,,
passage_71842cc7750438aa9e4074a3,Tariffs imposed during the Trump Administration generally have added costs for automotive companies and may increase costs for some consumers.,Demonstrates historical nature of tariff evidence rather than current Georgia EV supply chain specifics.,not_established,date_not_established,recovered_6fa23668c7ea066b66a636a6,q_495,chunk_72526db3222b8654897aa898,document_35e37010a1a34d0ce7c9d267,https://www.congress.gov/crs_external_products/R/PDF/R48876/R48876.3.pdf,full_document,False,text/76902a8352e3b450188a5963bfc002b6cc2c2789dc0dc7ce1f8d0ec213df349d.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/76902a8352e3b450188a5963bfc002b6cc2c2789dc0dc7ce1f8d0ec213df349d.txt,,
passage_71842cc7750438aa9e4074a3,Automotive manufacturers’ global supply chains may expose vehicles and components to tariffs.,Confirms general tariff exposure without specific Georgia or EV supply chain details.,not_established,date_not_established,recovered_e605941ac3ed0577a2712492,q_495,chunk_72526db3222b8654897aa898,document_35e37010a1a34d0ce7c9d267,https://www.congress.gov/crs_external_products/R/PDF/R48876/R48876.3.pdf,full_document,False,text/76902a8352e3b450188a5963bfc002b6cc2c2789dc0dc7ce1f8d0ec213df349d.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/76902a8352e3b450188a5963bfc002b6cc2c2789dc0dc7ce1f8d0ec213df349d.txt,,
passage_b5621c85e3d1ac8e67e906fb,"Some automotive manufacturers, suppliers, and dealers have absorbed tariff costs and avoided passing on tariff costs to consumers",Indicates cost absorption variability without establishing current Georgia-specific liability.,not_established,date_not_established,recovered_e456f3d9ff0bcf22e72efc09,q_495,chunk_70d8a4fec3cada9b544b7087,document_35e37010a1a34d0ce7c9d267,https://www.congress.gov/crs_external_products/R/PDF/R48876/R48876.3.pdf,full_document,False,text/76902a8352e3b450188a5963bfc002b6cc2c2789dc0dc7ce1f8d0ec213df349d.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/76902a8352e3b450188a5963bfc002b6cc2c2789dc0dc7ce1f8d0ec213df349d.txt,,
passage_0340bef5805d07de509ddd6a,"use to “signaling” in heading 8531, HTSUS. For example, in Headquarters Ruling Letter (HQ) H304224, dated December 3, 2020, CBP classified in heading 8531, HTSUS, a ","This passage cites a 2020 ruling classifying automotive LCDs as signaling apparatus, contrasting with other potential classifications and highlighting the complexity of determining the correct HTS code for current imports.",national_or_sector_context,source_reports_effective_as_of_source_date,recovered_4f81af4e34948c9cf165705a,q_182,chunk_11ccf05dbd681a3584ab0038,document_fd542f99d171260ad8a21b12,https://www.customsmobile.com/rulings/docview?doc_id=HQ+H325872&highlight=category%3AClassification,full_document,False,text/0358fb739b0568af1e6794bf272ef36e3a688bdb60695fd03692af4ea2deddc6.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/0358fb739b0568af1e6794bf272ef36e3a688bdb60695fd03692af4ea2deddc6.txt,,
passage_c1727e4dc9305c2917396494,"Braking systems and their components fall under 8708.30. This includes brake pads, brake rotors (discs), brake drums, brake calipers, and complete brake assemblies.",Confirms classification but lacks duty rate application.,facility_location_only,proposal_or_uncertain,recovered_d7e148cc9f6280d03ac02419,q_76,chunk_1eb84bb933bf2010e6cfd4cf,document_7c67e6c4161964f9ec8f1d75,https://www.camtomx.com/en/blog/hts-classification-automotive-parts-guide,full_document,False,text/da7ef007f72b3a3414a804e6cf0acb6c3494c5b6e98d38c48bcc11567ccc2917.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/da7ef007f72b3a3414a804e6cf0acb6c3494c5b6e98d38c48bcc11567ccc2917.txt,,
passage_77a5908b53cdbb7c2549c133,Nisshinbo Automotive Manufacturing Inc. 310 Motor vehicle brake systems and parts Newton,Identifies facility but no tariff exposure data.,facility_location_only,proposal_or_uncertain,recovered_7ab991fc069edb38db165a78,q_76,chunk_ae120155e0da2233a9ef1564,document_150a243c03e39787abea51cf,https://selectgeorgia-production-assets.s3.amazonaws.com/media/documents/Automotive_Manufacturing_2026.pdf,full_document,False,text/10d78892bed3af44937c5722a55799a091f34d861ab25edb33f9e47dc1356719.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/10d78892bed3af44937c5722a55799a091f34d861ab25edb33f9e47dc1356719.txt,,
passage_3e61ea0ee8bd5f07bf21fe1e,"However, we are very concerned about the adverse impact on manufacturing jobs resulting from the section 232 steel and aluminum tariffs and section 301 China tariffs already in place.",Confirms tariff existence but no specific rates for braking/steering systems.,facility_location_only,proposal_or_uncertain,recovered_0f970d64331f71d2997ffbce,q_76,chunk_18fcfb1124e656785c622e4d,document_03bbe90c34832e1434fed9ad,https://www.govinfo.gov/content/pkg/CHRG-115shrg40897/html/CHRG-115shrg40897.htm,full_document,False,text/f30925b8ea3be5dbaed17d934b11458b924bc6ea7a38f8269bbfb6d50c13a393.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/f30925b8ea3be5dbaed17d934b11458b924bc6ea7a38f8269bbfb6d50c13a393.txt,,
passage_3cb42a6162be6f6096084238,"For any other good of subheading 8708.94:
Harmonized Tariff Schedule of the United States (2026)
Annotated for Statistical Reporting Purposes",Shows regulatory context but no specific duty calculation.,facility_location_only,proposal_or_uncertain,recovered_b4b99c5430c6135a67a90bc5,q_76,chunk_7f07ab47809d7fe1667e7b5e,document_08bda47bed55360f676ebda1,https://hts.usitc.gov/reststop/file?filename=General+Note+11&release=2026HTSBasic,full_document,False,text/79cc981925d8ee8512d973a2e4b1bd660585ce79f01481242b621fb66c62cfa2.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/79cc981925d8ee8512d973a2e4b1bd660585ce79f01481242b621fb66c62cfa2.txt,,
